 347.500   4.031E-01   2.152E-02  -2.551E-02   5.897E-03  -6.287E-03   1.331E-02  -1.230E-02
 352.500   6.788E-01   3.056E-02  -3.724E-02   9.685E-03  -1.038E-02   2.222E-02  -2.062E-02
 357.500   8.289E-01   3.507E-02  -4.300E-02   1.209E-02  -1.281E-02   2.728E-02  -2.530E-02
 362.500   9.274E-01   3.858E-02  -4.724E-02   1.385E-02  -1.464E-02   3.070E-02  -2.849E-02
 367.500   9.951E-01   4.052E-02  -4.896E-02   1.521E-02  -1.606E-02   3.314E-02  -3.080E-02
 372.500   1.043E+00   4.208E-02  -5.132E-02   1.626E-02  -1.723E-02   3.485E-02  -3.252E-02
 377.500   1.073E+00   4.173E-02  -5.190E-02   1.724E-02  -1.812E-02   3.631E-02  -3.372E-02
 382.500   1.089E+00   4.204E-02  -5.287E-02   1.773E-02  -1.883E-02   3.690E-02  -3.472E-02
 387.500   1.097E+00   4.309E-02  -5.270E-02   1.845E-02  -1.924E-02   3.758E-02  -3.499E-02
 392.500   1.099E+00   4.126E-02  -5.394E-02   1.887E-02  -1.965E-02   3.792E-02  -3.527E-02
 397.500   1.090E+00   4.224E-02  -5.158E-02   1.907E-02  -1.985E-02   3.789E-02  -3.525E-02
 402.500   1.081E+00   4.096E-02  -5.199E-02   1.925E-02  -2.006E-02   3.785E-02  -3.525E-02
 407.500   1.063E+00   4.292E-02  -4.946E-02   1.928E-02  -2.000E-02   3.751E-02  -3.484E-02
 412.500   1.045E+00   4.097E-02  -4.863E-02   1.930E-02  -2.002E-02   3.714E-02  -3.453E-02
 417.500   1.023E+00   4.162E-02  -4.732E-02   1.917E-02  -2.003E-02   3.652E-02  -3.408E-02
 422.500   9.981E-01   4.285E-02  -4.562E-02   1.907E-02  -1.965E-02   3.595E-02  -3.339E-02
 427.500   9.764E-01   4.075E-02  -4.501E-02   1.894E-02  -1.952E-02   3.537E-02  -3.289E-02
 432.500   9.512E-01   3.960E-02  -4.323E-02   1.873E-02  -1.929E-02   3.468E-02  -3.227E-02
 437.500   9.226E-01   3.953E-02  -4.269E-02   1.842E-02  -1.897E-02   3.384E-02  -3.151E-02
 442.500   8.961E-01   3.932E-02  -4.059E-02   1.816E-02  -1.868E-02   3.315E-02  -3.081E-02
 447.500   8.677E-01   3.823E-02  -3.915E-02   1.783E-02  -1.833E-02   3.239E-02  -3.007E-02
 452.500   8.404E-01   3.716E-02  -3.689E-02   1.749E-02  -1.794E-02   3.176E-02  -2.917E-02
 457.500   8.154E-01   3.625E-02  -3.695E-02   1.720E-02  -1.761E-02   3.074E-02  -2.858E-02
 462.500   7.879E-01   3.563E-02  -3.449E-02   1.684E-02  -1.727E-02   2.992E-02  -2.774E-02
 467.500   7.613E-01   3.422E-02  -3.549E-02   1.641E-02  -1.687E-02   2.890E-02  -2.700E-02
 472.500   7.344E-01   3.342E-02  -3.315E-02   1.603E-02  -1.648E-02   2.809E-02  -2.618E-02
 477.500   7.080E-01   3.439E-02  -3.159E-02   1.570E-02  -1.602E-02   2.731E-02  -2.541E-02
 482.500   6.840E-01   3.105E-02  -2.885E-02   1.533E-02  -1.582E-02   2.652E-02  -2.476E-02
 487.500   6.581E-01   3.186E-02  -2.849E-02   1.491E-02  -1.521E-02   2.566E-02  -2.386E-02
 492.500   6.364E-01   3.045E-02  -2.808E-02   1.460E-02  -1.488E-02   2.503E-02  -2.323E-02
 497.500   6.123E-01   2.994E-02  -2.727E-02   1.421E-02  -1.446E-02   2.436E-02  -2.247E-02
 502.500   5.901E-01   2.856E-02  -3.366E-02   1.378E-02  -1.416E-02   2.327E-02  -2.182E-02
 507.500   5.671E-01   2.853E-02  -3.460E-02   1.345E-02  -1.370E-02   2.253E-02  -2.106E-02
 512.500   5.471E-01   2.702E-02  -3.257E-02   1.310E-02  -1.332E-02   2.189E-02  -2.043E-02
 517.500   5.263E-01   2.649E-02  -3.110E-02   1.271E-02  -1.293E-02   2.116E-02  -1.975E-02
 522.500   5.074E-01   2.487E-02  -2.831E-02   1.231E-02  -1.255E-02   2.060E-02  -2.024E-02
 527.500   4.879E-01   2.462E-02  -2.397E-02   1.190E-02  -1.223E-02   1.990E-02  -2.389E-02
 532.500   4.690E-01   2.375E-02  -2.155E-02   1.167E-02  -1.183E-02   1.930E-02  -2.302E-02
 537.500   4.523E-01   2.282E-02  -2.495E-02   1.139E-02  -1.218E-02   1.868E-02  -2.546E-02
 542.500   4.333E-01   2.310E-02  -2.229E-02   1.099E-02  -1.151E-02   1.794E-02  -2.530E-02
 547.500   4.197E-01   2.100E-02  -2.390E-02   1.073E-02  -1.338E-02   1.744E-02  -2.288E-02
 552.500   4.006E-01   2.196E-02  -2.020E-02   1.034E-02  -1.299E-02   1.675E-02  -2.213E-02
 557.500   3.881E-01   1.935E-02  -1.935E-02   1.008E-02  -1.288E-02   1.628E-02  -2.185E-02
 562.500   3.720E-01   1.995E-02  -1.750E-02   9.751E-03  -1.268E-02   1.567E-02  -2.143E-02
