    -0.25000E+01     0.60493E+01     0.35294E-01
    -0.23750E+01     0.88983E+01     0.55031E-01
    -0.22500E+01     0.12428E+02     0.79728E-01
    -0.21250E+01     0.16323E+02     0.11061E+00
    -0.20000E+01     0.21097E+02     0.14724E+00
    -0.18750E+01     0.25867E+02     0.18877E+00
    -0.17500E+01     0.31514E+02     0.23124E+00
    -0.16250E+01     0.37448E+02     0.28404E+00
    -0.15000E+01     0.42606E+02     0.33561E+00
    -0.13750E+01     0.49750E+02     0.39712E+00
    -0.12500E+01     0.55349E+02     0.44782E+00
    -0.11250E+01     0.60861E+02     0.51084E+00
    -0.10000E+01     0.66781E+02     0.58810E+00
    -0.87500E+00     0.71765E+02     0.65801E+00
    -0.75000E+00     0.76333E+02     0.74519E+00
    -0.62500E+00     0.80925E+02     0.78640E+00
    -0.50000E+00     0.83284E+02     0.83342E+00
    -0.37500E+00     0.87807E+02     0.87769E+00
    -0.25000E+00     0.87685E+02     0.86180E+00
    -0.12500E+00     0.90570E+02     0.93536E+00
     0.00000E+00     0.90783E+02     0.91035E+00
     0.12500E+00     0.89872E+02     0.87938E+00
     0.25000E+00     0.88066E+02     0.86607E+00
     0.37500E+00     0.85704E+02     0.87632E+00
     0.50000E+00     0.84604E+02     0.82197E+00
     0.62500E+00     0.81556E+02     0.77849E+00
     0.75000E+00     0.76173E+02     0.74006E+00
     0.87500E+00     0.71780E+02     0.65522E+00
     0.10000E+01     0.66380E+02     0.59387E+00
     0.11250E+01     0.61830E+02     0.53609E+00
     0.12500E+01     0.56489E+02     0.46617E+00
     0.13750E+01     0.49571E+02     0.41021E+00
     0.15000E+01     0.43234E+02     0.35504E+00
     0.16250E+01     0.38237E+02     0.30456E+00
     0.17500E+01     0.32440E+02     0.25425E+00
     0.18750E+01     0.26601E+02     0.20414E+00
     0.20000E+01     0.21656E+02     0.16060E+00
     0.21250E+01     0.17086E+02     0.12341E+00
     0.22500E+01     0.12827E+02     0.90972E-01
     0.23750E+01     0.92469E+01     0.63583E-01
     0.25000E+01     0.63994E+01     0.42375E-01
