0.1000E+01     0.1606E+00
0.2000E+01     0.2412E+00
0.4000E+01     0.3355E+00
0.6000E+01     0.4035E+00
0.8000E+01     0.4699E+00
0.1000E+02     0.5320E+00
0.1200E+02     0.5865E+00
0.1400E+02     0.6479E+00
0.1600E+02     0.7072E+00
0.1800E+02     0.7714E+00
0.2000E+02     0.8349E+00
0.2200E+02     0.8991E+00
0.2400E+02     0.9591E+00
0.2600E+02     0.1021E+01
0.2800E+02     0.1077E+01
0.3000E+02     0.1133E+01
0.3200E+02     0.1191E+01
0.3400E+02     0.1238E+01
0.3600E+02     0.1291E+01
0.3800E+02     0.1339E+01
0.4000E+02     0.1381E+01
0.4400E+02     0.1462E+01
0.4800E+02     0.1529E+01
0.5200E+02     0.1597E+01
0.5600E+02     0.1643E+01
0.6000E+02     0.1678E+01
0.6400E+02     0.1706E+01
0.6800E+02     0.1717E+01
0.7200E+02     0.1725E+01
0.7600E+02     0.1719E+01
0.8000E+02     0.1711E+01
0.8400E+02     0.1692E+01
0.8800E+02     0.1668E+01
0.9200E+02     0.1635E+01
0.9600E+02     0.1597E+01
0.1000E+03     0.1552E+01
0.1040E+03     0.1500E+01
0.1080E+03     0.1455E+01
0.1120E+03     0.1403E+01
0.1160E+03     0.1350E+01
0.1200E+03     0.1298E+01
0.1240E+03     0.1240E+01
0.1280E+03     0.1190E+01
0.1320E+03     0.1133E+01
0.1360E+03     0.1083E+01
0.1400E+03     0.1027E+01
0.1440E+03     0.9774E+00
0.1480E+03     0.9243E+00
0.1520E+03     0.8772E+00
0.1560E+03     0.8280E+00
0.1600E+03     0.7873E+00
0.1640E+03     0.7416E+00
0.1680E+03     0.7026E+00
0.1720E+03     0.6618E+00
0.1760E+03     0.6219E+00
0.1800E+03     0.5867E+00
0.1840E+03     0.5529E+00
0.1880E+03     0.5218E+00
0.1920E+03     0.4893E+00
0.1960E+03     0.4608E+00
0.2000E+03     0.4347E+00
0.2200E+03     0.3187E+00
0.2400E+03     0.2357E+00
0.2600E+03     0.1753E+00
0.2800E+03     0.1302E+00
0.3000E+03     0.9757E-01
0.3200E+03     0.7372E-01
0.3400E+03     0.5643E-01
0.3600E+03     0.4312E-01
0.3800E+03     0.3347E-01
0.4000E+03     0.2606E-01
0.4200E+03     0.2035E-01
0.4400E+03     0.1605E-01
0.4600E+03     0.1267E-01
0.4800E+03     0.1010E-01
0.5000E+03     0.8056E-02
0.5200E+03     0.6451E-02
0.5400E+03     0.5213E-02
0.5600E+03     0.4210E-02
0.5800E+03     0.3420E-02
0.6000E+03     0.2779E-02
0.6200E+03     0.2266E-02
0.6400E+03     0.1854E-02
0.6600E+03     0.1520E-02
0.6800E+03     0.1249E-02
0.7000E+03     0.1032E-02
0.7200E+03     0.8503E-03
0.7400E+03     0.7039E-03
0.7600E+03     0.5835E-03
0.7800E+03     0.4831E-03
0.8000E+03     0.4020E-03
0.8200E+03     0.3350E-03
0.8400E+03     0.2791E-03
0.8600E+03     0.2330E-03
0.8800E+03     0.1952E-03
0.9000E+03     0.1633E-03
0.9200E+03     0.1365E-03
0.9400E+03     0.1142E-03
0.9600E+03     0.9588E-04
0.9800E+03     0.8055E-04
0.1000E+04     0.6758E-04
0.1020E+04     0.5692E-04
0.1040E+04     0.4786E-04
0.1060E+04     0.4028E-04
0.1080E+04     0.3399E-04
0.1100E+04     0.2868E-04
0.1120E+04     0.2412E-04
0.1140E+04     0.2038E-04
0.1160E+04     0.1719E-04
0.1180E+04     0.1455E-04
0.1200E+04     0.1227E-04
0.1220E+04     0.1038E-04
0.1240E+04     0.8744E-05
0.1260E+04     0.7402E-05
0.1280E+04     0.6247E-05
0.1300E+04     0.5284E-05
0.1320E+04     0.4462E-05
0.1340E+04     0.3773E-05
0.1360E+04     0.3192E-05
0.1380E+04     0.2701E-05
0.1400E+04     0.2289E-05
0.1420E+04     0.1929E-05
0.1440E+04     0.1630E-05
0.1460E+04     0.1379E-05
0.1480E+04     0.1164E-05
0.1500E+04     0.9857E-06
