-.3600E+01     0.2149E-03
-.3500E+01     0.1605E-02
-.3400E+01     0.9443E-02
-.3300E+01     0.3702E-01
-.3200E+01     0.1083E+00
-.3100E+01     0.2573E+00
-.3000E+01     0.5312E+00
-.2900E+01     0.9801E+00
-.2800E+01     0.1659E+01
-.2700E+01     0.2602E+01
-.2600E+01     0.3859E+01
-.2500E+01     0.5464E+01
-.2400E+01     0.7403E+01
-.2300E+01     0.9702E+01
-.2200E+01     0.1246E+02
-.2100E+01     0.1553E+02
-.2000E+01     0.1876E+02
-.1900E+01     0.2234E+02
-.1800E+01     0.2623E+02
-.1700E+01     0.3031E+02
-.1600E+01     0.3452E+02
-.1500E+01     0.3910E+02
-.1400E+01     0.4352E+02
-.1300E+01     0.4800E+02
-.1200E+01     0.5233E+02
-.1100E+01     0.5678E+02
-.1000E+01     0.6102E+02
-.9000E+00     0.6520E+02
-.8000E+00     0.6930E+02
-.7000E+00     0.7297E+02
-.6000E+00     0.7654E+02
-.5000E+00     0.7955E+02
-.4000E+00     0.8198E+02
-.3000E+00     0.8412E+02
-.2000E+00     0.8572E+02
-.1000E+00     0.8671E+02
0.0000E+00     0.8704E+02
0.1000E+00     0.8671E+02
0.2000E+00     0.8573E+02
0.3000E+00     0.8414E+02
0.4000E+00     0.8202E+02
0.5000E+00     0.7952E+02
0.6000E+00     0.7649E+02
0.7000E+00     0.7304E+02
0.8000E+00     0.6934E+02
0.9000E+00     0.6528E+02
0.1000E+01     0.6104E+02
0.1100E+01     0.5683E+02
0.1200E+01     0.5241E+02
0.1300E+01     0.4796E+02
0.1400E+01     0.4358E+02
0.1500E+01     0.3905E+02
0.1600E+01     0.3448E+02
0.1700E+01     0.3029E+02
0.1800E+01     0.2620E+02
0.1900E+01     0.2238E+02
0.2000E+01     0.1875E+02
0.2100E+01     0.1548E+02
0.2200E+01     0.1241E+02
0.2300E+01     0.9696E+01
0.2400E+01     0.7397E+01
0.2500E+01     0.5461E+01
0.2600E+01     0.3852E+01
0.2700E+01     0.2594E+01
0.2800E+01     0.1645E+01
0.2900E+01     0.9784E+00
0.3000E+01     0.5292E+00
0.3100E+01     0.2566E+00
0.3200E+01     0.1079E+00
0.3300E+01     0.3696E-01
0.3400E+01     0.9435E-02
0.3500E+01     0.1606E-02
0.3600E+01     0.2151E-03
