 357.5   5.650E-01   2.404E-02  -2.466E-02   9.242E-03  -9.598E-03   1.951E-02  -1.824E-02
 382.5   7.875E-01   3.125E-02  -3.237E-02   1.427E-02  -1.470E-02   2.818E-02  -2.632E-02
 407.5   7.671E-01   2.972E-02  -3.125E-02   1.532E-02  -1.571E-02   2.853E-02  -2.666E-02
 432.5   6.794E-01   2.878E-02  -2.667E-02   1.473E-02  -1.500E-02   2.623E-02  -2.441E-02
 457.5   5.767E-01   2.712E-02  -2.212E-02   1.389E-02  -1.409E-02   2.471E-02  -2.061E-02
 482.5   4.771E-01   2.535E-02  -1.498E-02   1.129E-02  -1.121E-02   2.210E-02  -1.683E-02
 507.5   3.983E-01   1.536E-02  -1.988E-02   9.492E-03  -1.070E-02   1.651E-02  -1.574E-02
 532.5   3.251E-01   1.400E-02  -1.466E-02   8.902E-03  -8.965E-03   1.297E-02  -1.324E-02
 557.5   2.666E-01   1.344E-02  -1.334E-02   7.634E-03  -7.670E-03   1.199E-02  -1.115E-02
 582.5   2.171E-01   1.228E-02  -1.044E-02   6.479E-03  -6.514E-03   1.004E-02  -9.344E-03
 607.5   1.781E-01   1.076E-02  -9.140E-03   5.530E-03  -5.548E-03   8.451E-03  -7.831E-03
 632.5   1.465E-01   8.555E-03  -7.763E-03   4.721E-03  -4.729E-03   7.133E-03  -6.605E-03
 657.5   1.197E-01   7.284E-03  -6.706E-03   3.990E-03  -3.984E-03   5.998E-03  -5.530E-03
 682.5   9.892E-02   5.858E-03  -5.823E-03   3.408E-03  -3.415E-03   5.077E-03  -4.686E-03
 707.5   8.152E-02   5.087E-03  -4.387E-03   2.894E-03  -2.900E-03   4.287E-03  -3.950E-03
 732.5   6.764E-02   4.138E-03  -4.341E-03   2.469E-03  -2.484E-03   3.632E-03  -3.355E-03
 757.5   5.681E-02   3.287E-03  -3.700E-03   2.132E-03  -2.145E-03   3.122E-03  -2.878E-03
 782.5   4.649E-02   3.199E-03  -2.581E-03   1.794E-03  -1.806E-03   2.616E-03  -2.406E-03
 807.5   3.904E-02   2.587E-03  -2.570E-03   1.546E-03  -1.556E-03   2.247E-03  -2.060E-03
 832.5   3.271E-02   2.210E-03  -2.085E-03   1.329E-03  -1.337E-03   1.922E-03  -1.762E-03
 857.5   2.752E-02   1.813E-03  -1.908E-03   1.146E-03  -1.155E-03   1.653E-03  -1.515E-03
 882.5   2.319E-02   1.538E-03  -1.615E-03   9.867E-04  -9.970E-04   1.422E-03  -1.301E-03
 907.5   1.961E-02   1.323E-03  -1.380E-03   8.539E-04  -8.626E-04   1.229E-03  -1.121E-03
 932.5   1.629E-02   1.302E-03  -1.144E-03   7.256E-04  -7.336E-04   1.044E-03  -9.511E-04
 957.5   1.410E-02   1.011E-03  -1.083E-03   6.422E-04  -6.492E-04   9.215E-04  -8.382E-04
 982.5   1.191E-02   8.912E-04  -9.233E-04   5.545E-04  -5.609E-04   7.978E-04  -7.229E-04
1007.5   1.008E-02   7.885E-04  -6.149E-04   4.783E-04  -4.850E-04   6.869E-04  -6.228E-04
1032.5   8.703E-03   6.244E-04  -7.580E-04   4.213E-04  -4.280E-04   6.067E-04  -5.481E-04
1057.5   7.403E-03   5.772E-04  -6.227E-04   3.656E-04  -3.713E-04   5.285E-04  -4.738E-04
1082.5   6.345E-03   4.913E-04  -5.697E-04   3.201E-04  -3.249E-04   4.628E-04  -4.141E-04
1107.5   5.353E-03   5.240E-04  -4.233E-04   2.749E-04  -2.802E-04   3.979E-04  -3.554E-04
1132.5   4.626E-03   4.237E-04  -3.080E-04   2.425E-04  -2.465E-04   3.519E-04  -3.131E-04
1157.5   3.955E-03   3.782E-04  -2.829E-04   2.115E-04  -2.149E-04   3.074E-04  -2.720E-04
1182.5   3.522E-03   2.541E-04  -2.616E-04   1.919E-04  -1.951E-04   2.793E-04  -2.464E-04
1207.5   3.018E-03   2.452E-04  -2.522E-04   1.676E-04  -1.702E-04   2.446E-04  -2.147E-04
1232.5   2.591E-03   2.264E-04  -1.806E-04   1.468E-04  -1.491E-04   2.146E-04  -1.875E-04
1257.5   2.243E-03   2.003E-04  -2.067E-04   1.294E-04  -1.315E-04   1.898E-04  -1.654E-04
1282.5   1.987E-03   1.476E-04  -1.977E-04   1.168E-04  -1.188E-04   1.721E-04  -1.490E-04
1307.5   1.697E-03   1.543E-04  -1.731E-04   1.017E-04  -1.034E-04   1.503E-04  -1.295E-04
1332.5   1.477E-03   1.386E-04  -1.190E-04   9.003E-05  -9.149E-05   1.333E-04  -1.146E-04
1357.5   1.368E-03   8.783E-05  -1.406E-04   8.487E-05  -8.647E-05   1.262E-04  -1.083E-04
1382.5   1.059E-03   1.583E-04  -9.748E-05   6.678E-05  -6.799E-05   9.972E-05  -8.485E-05
1407.5   1.017E-03   7.641E-05  -1.254E-04   6.533E-05  -6.644E-05   9.790E-05  -8.295E-05
1432.5   8.472E-04   8.653E-05  -8.344E-05   5.538E-05  -5.644E-05   8.321E-05  -7.049E-05
1457.5   7.556E-04   7.720E-05  -9.263E-05   5.029E-05  -5.109E-05   7.588E-05  -6.370E-05
1482.5   6.860E-04   4.745E-05  -1.149E-04   4.640E-05  -4.732E-05   7.034E-05  -5.883E-05
1507.5   5.506E-04   8.169E-05  -5.153E-05   3.785E-05  -3.858E-05   5.764E-05  -4.808E-05
1532.5   5.084E-04   5.086E-05  -5.163E-05   3.569E-05  -3.617E-05   5.455E-05  -4.505E-05
1557.5   4.472E-04   4.517E-05  -4.600E-05   3.183E-05  -3.239E-05   4.884E-05  -4.024E-05
1582.5   3.940E-04   3.968E-05  -4.148E-05   2.846E-05  -2.898E-05   4.398E-05  -3.609E-05
1607.5   3.464E-04   3.570E-05  -3.668E-05   2.544E-05  -2.597E-05   3.945E-05  -3.225E-05
1632.5   3.055E-04   3.169E-05  -3.267E-05   2.280E-05  -2.328E-05   3.549E-05  -2.888E-05
1657.5   2.695E-04   2.822E-05  -2.914E-05   2.044E-05  -2.091E-05   3.197E-05  -2.589E-05
1682.5   2.378E-04   2.531E-05  -2.613E-05   1.835E-05  -1.873E-05   2.880E-05  -2.321E-05
1707.5   2.104E-04   2.240E-05  -2.342E-05   1.652E-05  -1.685E-05   2.606E-05  -2.082E-05
1732.5   1.858E-04   2.007E-05  -2.096E-05   1.482E-05  -1.513E-05   2.347E-05  -1.877E-05
1757.5   1.644E-04   1.786E-05  -1.863E-05   1.333E-05  -1.360E-05   2.119E-05  -1.685E-05
1782.5   1.457E-04   1.601E-05  -1.689E-05   1.198E-05  -1.224E-05   1.918E-05  -1.515E-05
1807.5   1.289E-04   1.443E-05  -1.500E-05   1.077E-05  -1.107E-05   1.734E-05  -1.363E-05
1832.5   1.141E-04   1.299E-05  -1.342E-05   9.699E-06  -9.925E-06   1.565E-05  -1.228E-05
1857.5   1.014E-04   1.148E-05  -1.207E-05   8.745E-06  -8.975E-06   1.421E-05  -1.107E-05
1882.5   8.996E-05   1.033E-05  -1.080E-05   7.848E-06  -8.073E-06   1.283E-05  -9.959E-06
1907.5   7.984E-05   9.290E-06  -9.733E-06   7.071E-06  -7.314E-06   1.165E-05  -9.004E-06
1932.5   7.108E-05   8.227E-06  -8.850E-06   6.409E-06  -6.601E-06   1.056E-05  -8.138E-06
1957.5   6.314E-05   7.418E-06  -7.869E-06   5.787E-06  -5.933E-06   9.582E-06  -7.313E-06
